manufacturerNormalized,radioModelPrefix,architecture,notes
SIAE,ASNK6LAGS204Q86MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS204QS72MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS20512Q400MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNK6LAGS2064Q262MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6L234M2048QAM,Unknown,
SIAE,ASNKHP6L4722048QAM,Unknown,
SIAE,ASNKHP6L472M2048QAM,Unknown,
SIAE,ASNKHP6LAGS20105MB,Unknown,
SIAE,ASNKHP6LAGS20132MB,Unknown,
SIAE,ASNKHP6LAGS20144MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20157MB,Unknown,
SIAE,ASNKHP6LAGS20166MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20180MB,Unknown,
SIAE,ASNKHP6LAGS20200MB,Unknown,
SIAE,ASNKHP6LAGS20207MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20224MB,Unknown,
SIAE,ASNKHP6LAGS20234M2048Q,Unknown,
SIAE,ASNKHP6LAGS20234MB,Unknown,
SIAE,ASNKHP6LAGS20262MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20311MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20359MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS2036MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20400MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS2043MB,Unknown,
SIAE,ASNKHP6LAGS20446MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS20472M2048Q,Unknown,
SIAE,ASNKHP6LAGS20472MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS2052M1024QAM,Unknown,
SIAE,ASNKHP6LAGS2052M1024QAMR,Unknown,
SIAE,ASNKHP6LAGS2072MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6LAGS2073MB,Unknown,
SIAE,ASNKHP6LAGS2084MB,Unknown,
SIAE,ASNKHP6LAGS2086MB,ODU,Comsearch Frequency Coordination Database
SIAE,ASNKHP6U234M2048QAM,Unknown,
SIAE,ASNKHPWB6LAGS2028M,Unknown,
SIAE,ASNKHPWB6LAGS204096QAM,Unknown,
SIAE,ASNKHPWB6LAGS2056M,Unknown,
AVIAT,AVIATNETWORKSINC,Unknown,
Fujitsu Limited,B258QMSS6G100HA,Unknown,
Fujitsu Limited,B25QMSS6G100HA,Unknown,
RF Technology,B8H8KURF704D,Unknown,
RF Technology,B8H8KURF705C,Unknown,
HARRIS,BC,Unknown,
HARRIS,BCK8GKDVM645641,Unknown,
HARRIS,BCK96KDVM612T1,Unknown,
HARRIS,BCK9GDVM6456402,Unknown,
HARRIS,BCK9GDVM645641,Unknown,
AVIAT,BCK9GFE830301,Unknown,
AVIAT,BCK9GHDVM645641,Unknown,
HARRIS,BCK9GKDM6162501,Unknown,
AVIAT,BCK9GKDM645642,Unknown,
AVIAT,BCK9GKDVM12T1,Unknown,
HARRIS,BCK9GKDVM45641,Unknown,
HARRIS,BCK9GKDVM6,IDU,
AVIAT,BCK9GKDVM6,IDU,
FARINON,BCK9GKDVM6,IDU,
HARRIS,BCK9GKDVM8T5,Unknown,
HARRIS,BCK9GKDVMG12T1,Unknown,
HARRIS,BCK9GKDVMG45641,Unknown,
HARRIS,BCK9GKE820101,Unknown,
AVIAT,BCK9GKFE820101,Unknown,
HARRIS,BCK9GKFE820101,Unknown,
HARRIS,BCK9GKFE8303,IDU,
AVIAT,BCK9GKFE8303,IDU,
HARRIS,BCK9GKMDM6162501,Unknown,
HARRIS,BCK9GKMKSTR06301,Unknown,
HARRIS,BCK9GKMSST06301,Unknown,
HARRIS,BCK9GKMST406301,Unknown,
HARRIS,BCK9GKMSTR06031,Unknown,
HARRIS,BCK9GKMSTR061,Unknown,
HARRIS,BCK9GKMSTR0630,IDU,
HARRIS,BCK9GKMSTR063O1,IDU,
HARRIS,BCK9GKMSTR6301,IDU,
HARRIS,BCK9GKMSTRO06301,IDU,
HARRIS,BCK9GKMSTRO1,IDU,
HARRIS,BCK9GKMSTRO6301,IDU,
HARRIS,BCK9GKMXTR06301,IDU,
HARRIS,BCK9GMSTR06301,IDU,
HARRIS,BCKGKDVM645641,IDU,
HARRIS,BCKGKMSTR06301,IDU,
HARRIS,BDK9GKDVM645641,IDU,
HARRIS,BKC9GKMSTR06301,IDU,
TADIRAN,BLWCM6HC1DS3,Unknown,
Broadcast Microwave Systems,BMT759P,Unknown,
ADVANTECH,BNB866DR6,IDU,
NEC,BSF6155S02A,Unknown,
NEC,BSF69155S02A,Unknown,
NEC,BSF6O155S02A,Unknown,
NEC,BSF6P150S02A,Unknown,
NEC,BSF6P155,IDU,
NEC,BSF6P15S02A,Unknown,
NEC,BSF6PI55S02A,Unknown,
NEC,BSF80N6P26S01A,Unknown,
NEC,BSF896P135MT01,Unknown,
NEC,BSF896P135SO9,Unknown,
NEC,BSF89N6026S01A,Unknown,
NEC,BSF89N6P,IDU,
NEC,BSF89NP135S02A,Unknown,
NEC,BSF89NP135T02,Unknown,
M/A COM,BV88U4MA6,IDU,
M/A COM,BV88U4MA7J3K,Unknown,
ERICSSON,C36L63AAA030A2A,Unknown,
MOTOROLA,C6601,Unknown,
MOTOROLA,CC6001,Unknown,
MOTOROLA,CC6002,IDU,
NORTEL,CDP7UJRD6C3,Unknown,
CERAGON,CERAGONNETWORKS,Unknown,
SAF TEHNIKA,CFIP6LUMINA,ODU,Comsearch Frequency Coordination Database
SAF TEHNIKA,CFIP6LUMINAHPAMR,Unknown,
SAF TEHNIKA,CFIP6LUMINAWEAKFEC,Unknown,
SAF TEHNIKA,CFIP6PHOENIX,ODU,Comsearch Frequency Coordination Database
SAF TEHNIKA,CFIP6PHOENIXLR,ODU,Comsearch Frequency Coordination Database
SAF TEHNIKA,CFIP7PHOENIXG2,Unknown,Comsearch Frequency Coordination Database
SAF TEHNIKA,CFIPINTEGRA,ODU,
CAMBIUM,CFIPINTEGRA,ODU,
SAF TEHNIKA,CFIPLIMINA6,Unknown,
SAF TEHNIKA,CFIPLUMINA,Unknown,
SAF TEHNIKA,CFIPLUMINA3,Unknown,
SAF TEHNIKA,CFIPLUMINA6,ODU,https://saftehnika.com/en/lumina
SAF TEHNIKA,CFIPLUMINA6AMR,Unknown,
SAF TEHNIKA,CFIPLUMINA6HPAMR,Unknown,
SAF TEHNIKA,CFIPLUMINA7,Unknown,
SAF TEHNIKA,CFIPLUMINAHP,Unknown,
SAF TEHNIKA,CFIPLUMINAUPPER6,Unknown,
SAF TEHNIKA,CFIPLUMINAW6HP,Unknown,
SAF TEHNIKA,CFIPLUMINAW6HP56MAM,Unknown,
SAF TEHNIKA,CFIPLUMINAW6HPAMR,Unknown,
SAF TEHNIKA,CFIPLUMINAWU6HP,Unknown,
SAF TEHNIKA,CFIPLUMINAWU6HPAMR,Unknown,
SAF TEHNIKA,CFIPPHOENIX6,Unknown,
SAF TEHNIKA,CFIPPHOENIX6ODU,ODU,ODU is in the model
SAF TEHNIKA,CFIPPHOENIXC11,Unknown,
SAF TEHNIKA,CFIPPHOENIXC6,Unknown,
SAF TEHNIKA,CFIPPHOENIXC6HPAMR,Unknown,
SAF TEHNIKA,CFIPPHOENIXG2SPLIT,ODU,Split is in the model 
SAF TEHNIKA,CFIPPHOENIXL660MVHPA,Unknown,
SAF TEHNIKA,CFIPPHOENIXM6,Unknown,
SAF TEHNIKA,CFIPPHOENIXM6HP56MA,Unknown,
SAF TEHNIKA,CFIPPHOENIXODU,ODU,ODU is in the model
SAF TEHNIKA,CFIPPHOENIXU6ODU,ODU,ODU is in the model
SAF TEHNIKA,CFIPPHOENIXW6,Unknown,
SAF TEHNIKA,CFIPPHOENIXW6HPAMR,Unknown,
SAF TEHNIKA,CFIPPHOENIXXVHPU630M,Unknown,
SAF TEHNIKA,CFLSPRINTMXMREPEATER,IDU,Comsearch Frequency Coordination Database
CIELO,CG2X630115MB,Unknown,
CIELO,CG2X630138MB,Unknown,
CIELO,CG2X630161MB,Unknown,
CIELO,CG2X63046MB,Unknown,
CIELO,CG2X63092MB,Unknown,
CIELO,CG2X630HP,Unknown,
CIELO,CG2X656197MB,Unknown,
CIELO,CG2X656247MB,Unknown,
CIELO,CG2X656296MB,Unknown,
CIELO,CG2X656445MB,Unknown,
CIELO,CG2X65698MB,Unknown,
CIELO,CG630,ODU,Comsearch Frequency Coordination Database
NUBEAM,CG630,ODU,Comsearch Frequency Coordination Database
CIELO,CG656299MB,Unknown,
CIELO,CG656335MB,Unknown,
CIELO,CG6UC3064Q,Unknown,
CIELO,CGAIL6,IDU,
CIELO,CGX630157MBHPLL,Unknown,
CIELO,CGX630157MBLL,Unknown,
CIELO,CGX630183MBLL,Unknown,
CIELO,CGX630183MBLLVHP,Unknown,
CIELO,CGX630184MBLL,Unknown,
CIELO,CIELONETWORKS,Unknown,
STAR MICROWAVE,CIRIUSHM,ODU,Comsearch Frequency Coordination Database
STAR MICROWAVE,CIRIUSHMU610M256QAMR,Unknown,
STAR MICROWAVE,CIRIUSLM,ODU,Comsearch Frequency Coordination Database
STAR MICROWAVE,CIRIUSLM630M128QAMR,Unknown,
STAR MICROWAVE,CIRIUSLM630M256QAMR,Unknown,
STAR MICROWAVE,CIRIUSLMETHERNET,Unknown,
STAR MICROWAVE,CIRIUSSHC,Unknown,
STAR MICROWAVE,CIRIUSSHCAMR,Unknown,
NERA,CITYLINK,Unknown,
ERICSSON,CITYLINKCL06A,Unknown,
NERA,CITYLINKU6,Unknown,
NERA,CL06A,Unknown,
TADIRAN,CM6,Unknown,
MNI,CM6100BTDS3,Unknown,
TADIRAN,CM612DS1,Unknown,
TADIRAN,CM612DS1HSBDHP,Unknown,
MNI,CM612DS1STD,Unknown,
TADIRAN,CM61DS3,Unknown,
MNI,CM628D1D3SP,Unknown,
MNI,CM628DS1,Unknown,
TADIRAN,CM628DS1,Unknown,
MNI,CM628DS1HP,Unknown,
TADIRAN,CM64DS1N,Unknown,
MNI,CM68DS1DHP,Unknown,
MNI,CM68DS1STD,Unknown,
TADIRAN,CM6CH28DS1,Unknown,
TADIRAN,CM6HC12DS1,Unknown,
TADIRAN,CM6HC1DS3,Unknown,
TADIRAN,CM6HC28DS1,Unknown,
TADIRAN,CM6HC4DS1N,Unknown,
TADIRAN,CM6HC8DS1,Unknown,
TADIRAN,CM6HC8DSI1,Unknown,
TADIRAN,CM6HCMDS112DS1,Unknown,
MNI,CM6HCMDS18DS1,Unknown,
TADIRAN,CM6HCMDS1N,Unknown,
MNI,CM6OC3DHP,Unknown,
MNI,CM6OC3HP,Unknown,
NERA,COMPACTLINK,Unknown,
HARRIS,CONSTELLATION,Unknown,
HARRIS,CONSTELLATION1556,Unknown,
HARRIS,CONSTELLATION3DS3,Unknown,
HARRIS,CONSTELLATION6155,Unknown,
HARRIS,CONSTELLATION6155MB,Unknown,
HARRIS,CONSTELLATION616D1,Unknown,
HARRIS,CONSTELLATION616DS1,Unknown,
HARRIS,CONSTELLATION616T,Unknown,
HARRIS,CONSTELLATION628DS1,Unknown,
HARRIS,CONSTELLATION628DS1H,Unknown,
HARRIS,CONSTELLATION628DSI,Unknown,
HARRIS,CONSTELLATION628T,Unknown,
HARRIS,CONSTELLATION68DS1,Unknown,
HARRIS,CONSTELLATION68SD1,Unknown,
HARRIS,CONSTELLATION68T,Unknown,
HARRIS,CONSTELLATION68T1,Unknown,
HARRIS,CONSTELLATION6GHZ,Unknown,
HARRIS,CONSTELLATION6GHZ8DS1,Unknown,
AVIAT,CONSTELLATIONHIGHGAIN,Unknown,
HARRIS,CONSTELLATIONHIGHGAIN,Unknown,
HARRIS,CONSTELLATIONHRSCX06G2,Unknown,
HARRIS,CONSTELLATIONOC3,Unknown,
HARRIS,CONSTELLTION626DS1,Unknown,
HARRIS,CONSTEOATION6155MB,Unknown,
SAF TEHNIKA,CPIPPHOENIX6ODU,ODU,ODU is in the model
NORTEL,CSP7UJRD6C3,Unknown,
MOSELEY,CSU9WKDTVLINK101,Unknown,
AVIAT,CTI6V3,IDU,
AVIAT,CTI6V4,IDU,
AVIAT,CTRE6HPL6,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M1024Q230,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M1024Q230MAMR,Unknown,
AVIAT,CTRE6HPU630M128Q155,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M16Q90,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M256Q180,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M32Q108,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M512Q210,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630M64Q135,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPU630MACM,Unknown,
AVIAT,CTRE6HPU630MQPSK39,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6HPV2U630MACM,Unknown,
AVIAT,CTRE6SPL610M128Q50,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL610M16Q30,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL610M256Q57,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL610M32Q36,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL610M512Q66,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL610M64Q45,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M1024Q230,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M128Q155,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M16Q90,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M256Q180,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M256Q180MA,Unknown,
AVIAT,CTRE6SPL630M32Q108,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M512Q210,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630M64Q135,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6SPL630MQPSK39,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL610MACM,Unknown,
NEC,CTRE6V2HL610MACM,Unknown,
AVIAT,CTRE6V2HL630M,Unknown,
AVIAT,CTRE6V2HL630M101024Q230,Unknown,
AVIAT,CTRE6V2HL630M1024Q230,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M1024Q30M,Unknown,
AVIAT,CTRE6V2HL630M128Q130M,Unknown,
AVIAT,CTRE6V2HL630M128Q155,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M16Q90,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M256Q180,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M32Q108,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M32Q108VVV,Unknown,
AVIAT,CTRE6V2HL630M512Q210,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630M64Q1330M,Unknown,
AVIAT,CTRE6V2HL630M64Q135,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL630MACM,Unknown,
AVIAT,CTRE6V2HL630MQPSK,Unknown,
AVIAT,CTRE6V2HL630MQPSK39,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M1024Q436,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M128Q323,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M16Q150,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M256Q373,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M32Q228,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M512Q417,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660M64Q250,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HL660MQPSK74,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HPL630M1024Q230,Unknown,
AVIAT,CTRE6V2HPL630M1024QAMA,Unknown,
AVIAT,CTRE6V2HPL630MACM,Unknown,
AVIAT,CTRE6V2HPU610MACM,Unknown,
AVIAT,CTRE6V2HPU630M1024Q230,Unknown,
AVIAT,CTRE6V2HPU630MACM,Unknown,
AVIAT,CTRE6V2HU610M1024Q,Unknown,
AVIAT,CTRE6V2HU610M1024Q71,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M128Q,Unknown,
AVIAT,CTRE6V2HU610M128Q50,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M16Q,Unknown,
AVIAT,CTRE6V2HU610M16Q30,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M256Q,Unknown,
AVIAT,CTRE6V2HU610M256Q57,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M32Q,Unknown,
AVIAT,CTRE6V2HU610M32Q36,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M512Q,Unknown,
AVIAT,CTRE6V2HU610M512Q66,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610M64Q,Unknown,
AVIAT,CTRE6V2HU610M64Q45,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU610MQPSK,Unknown,
AVIAT,CTRE6V2HU610MQPSK12,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU63030MQPSK39,Unknown,
AVIAT,CTRE6V2HU630M,Unknown,
AVIAT,CTRE6V2HU630M1024Q230,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M1024Q237,Unknown,
AVIAT,CTRE6V2HU630M128Q155,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M1630MACM,Unknown,
AVIAT,CTRE6V2HU630M16Q90,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M256Q180,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M3230MACM,Unknown,
AVIAT,CTRE6V2HU630M32Q108,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M512Q210,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630M512Q2130M,Unknown,
AVIAT,CTRE6V2HU630M64Q135,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2HU630MACM,Unknown,
AVIAT,CTRE6V2HU630MQPSK39,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M1024Q230,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M128Q155,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M16Q90,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M256Q180,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M32Q108,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M512Q210,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630M64Q135,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SL630MQPSK39,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SU610M1024Q71O,Unknown,
AVIAT,CTRE6V2SU610M128Q50OD,Unknown,
AVIAT,CTRE6V2SU610M16Q30ODU,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SU610M256Q57OD,Unknown,
AVIAT,CTRE6V2SU610M32Q36ODU,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SU610M64Q45ODU,ODU,Comsearch Frequency Coordination Database
AVIAT,CTRE6V2SU610MQPSKQ12O,Unknown,
AVIAT,CTRI6,IDU,
NERA,CX06AXA1,Unknown,
HARRIS,CX06G16D1,Unknown,
CALIFORNIA MICROWAVE,CX64B,Unknown,
CALIFORNIA MICROWAVE,CX64C,Unknown,
NORTEL,CX7UJRD6C3,Unknown,
NORTEL,CXP6UJRD6C3,Unknown,
NORTEL,CXP7U6X30A1,Unknown,
NORTEL,CXP7UDRD6C3,Unknown,
NORTEL,CXP7UHRD6A1,Unknown,
NORTEL,CXP7UJ6X,IDU,
NORTEL,CXP7UJR6C3,Unknown,
NORTEL,CXP7UJRD6,IDU,
NORTEL,CXP7UJRDA2,Unknown,
NORTEL,CXP7UJRDC2,Unknown,
NORTEL,CXP7UJRDU6C2,Unknown,
NORTEL,CXP7UJRUD6C3,Unknown,
NORTEL,CXP7UJX30A1,Unknown,
NORTEL,CXP7URD6C3,Unknown,
NORTEL,CXPUJ6X30A1,Unknown,
NORTEL,CXPUJRD6A2,Unknown,
NORTEL,CXPUJRD6C3,Unknown,
Cablewave Systems,DA659,Unknown,
MRC,DAR068T,Unknown,
MRC,DAR068T10A,Unknown,
MRC,DAR6,Unknown,
VISLINK,DAR6,Unknown,
MRC,DAR68T,Unknown,
MRC,DAR6HP,Unknown,
MRC,DAR6PLUS,Unknown,
MRC,DAR6PLUSHP,Unknown,
VISLINK,DARPLUS64QAM,Unknown,
MRC,DARPLUSANALOG,Unknown,
TADIRAN,DF17CUOMEGA6,Unknown,
WATERLEAF INTERNATIONAL LLC,DFN6500,IDU,Comsearch Frequency Coordination Database
DMC,DMC6QLU45,Unknown,
AT&T TECHNOLOGIES,DR630,Unknown,
AT&T TECHNOLOGIES,DR630135,IDU,
AT&T TECHNOLOGIES,DR630135E,IDU,
Gabriel Electronics,DRFB8W5971SE,Unknown,
MRC,DRP059T10A,Unknown,
VISLINK,DRP059T10A,Unknown,
MRC,DRP068,IDU,
MOSELEY,DTVLINK,Unknown,
MOSELEY,DTVLINKA,Unknown,
MICROWAVE SOURCES CO,DUM6VJMT5000C,Unknown,
HARRIS,DVM1145,Unknown,
HARRIS,DVM45,Unknown,
HARRIS,DVM4564,Unknown,
HARRIS,DVM612,Unknown,
HARRIS,DVM612T,Unknown,
HARRIS,DVM612T1,Unknown,
FARINON,DVM612T2,Unknown,
HARRIS,DVM616T,Unknown,
HARRIS,DVM616T1,Unknown,
HARRIS,DVM616T2,Unknown,
HARRIS,DVM645,Unknown,
FARINON,DVM645,Unknown,
HARRIS,DVM64564,Unknown,
HARRIS,DVM645641,Unknown,
HARRIS,DVM68T,Unknown,
HARRIS,DVM68T5,Unknown,
HARRIS,DVM6XT,Unknown,
VISLINK,DXL068T1,Unknown,
MRC,DXL5000,Unknown,
VISLINK,DXL5000,Unknown,
MRC,DXL5000AMR,Unknown,
DMC,DXR762,Unknown,
DMC,DXR7624DS1,Unknown,
DMC,DXR762DS3,Unknown,
DMC,DXR768,IDU,
DMC,DYH6RMDMC10S04,Unknown,
DMC,DYHDMC6,IDU,
AVIAT,DYHDMC6,IDU,
EXALT,E00061F128Q30MHZ,Unknown,
EXALT,E00061F256Q30MHZ,Unknown,
EXALT,E00061F64Q30MHZ,Unknown,
EXALT,E00061F64Q5MHZ,Unknown,
EXALT,E00081F128Q30MHZ,Unknown,
EXALT,E00081F16Q30MHZ,Unknown,
EXALT,E00081F256Q30MHZ,Unknown,
EXALT,E00081F32Q30MHZ,Unknown,
EXALT,E00081F64Q30MHZ,Unknown,
EXALT,E00081F64Q5MHZ,Unknown,
EXALT,E00081FQPSK30MHZ,Unknown,
EXALT,E00091FE604FXY64Q30MHZ,Unknown,
AVIAT,E300HP656M256Q366MB,Unknown,
AVIAT,E300HPL61012832T1,Unknown,
AVIAT,E300HPL630M128Q100DS1,Unknown,
AVIAT,E300HPL630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630M16Q88MB,Unknown,
AVIAT,E300HPL630M189Q256MB,Unknown,
AVIAT,E300HPL630M256Q,Unknown,
AVIAT,E300HPL630M256Q179MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630M64Q139MB,Unknown,
AVIAT,E300HPL630MQPSK43MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E300HPL630MQPSK44MB,Unknown,
AVIAT,E300HPL660M,Unknown,
AVIAT,E300HPL660M256Q365MB,Unknown,
AVIAT,E300HPU61012832T1,Unknown,
AVIAT,E300HPU61012832TI,Unknown,
AVIAT,E300HPU61025636T1,Unknown,
AVIAT,E300HPU6106429T1,Unknown,
AVIAT,E300HPU610M64QAM45MB,Unknown,
AVIAT,E300HPU610M64QDS345MB,Unknown,
AVIAT,E300HPU6139MB64QAM30,Unknown,
AVIAT,E300HPU6189MB256QAM30,Unknown,
AVIAT,E300HPU630M128Q100DS1,Unknown,
AVIAT,E300HPU6375M32Q8DS1,Unknown,
AVIAT,E3HL630M128Q100T1,Unknown,
AVIAT,E3HL630M128Q100TMG,Unknown,
AVIAT,E3HL630M16Q78MB,Unknown,
AVIAT,E3HL630M16Q87MB,Unknown,
AVIAT,E3HL630M256Q115T,Unknown,
AVIAT,E3HL630M256Q179MB,Unknown,
AVIAT,E3HL630M256Q189MB,Unknown,
AVIAT,E3HL630M64Q135MB,Unknown,
AVIAT,E3HL630M64Q138MB,Unknown,
AVIAT,E3HL630M64Q87T1,Unknown,
AVIAT,E3HL630MQPSK38MB,Unknown,
AVIAT,E3HL630MQPSK43MB,Unknown,
AVIAT,E3HL664Q10M29T1,Unknown,
AVIAT,E3HPL664Q10M29T1,Unknown,
AVIAT,E3HU630M256Q179MB,Unknown,
AVIAT,E3HU630M256Q189MB,Unknown,
AVIAT,E3HU630M64Q135MB,Unknown,
AVIAT,E3HU630M64Q138MB,Unknown,
AVIAT,E3HU63M7532Q8T1,Unknown,
EXALT,E600511,IDU,
EXALT,E6005511256Q30MHZ,Unknown,
AVIAT,E600HLP630M256Q179MB,Unknown,
AVIAT,E600HPL610M64Q45MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M,Unknown,
AVIAT,E600HPL630M128Q154MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M128QOC3,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M128QOC3157,Unknown,
AVIAT,E600HPL630M16Q,Unknown,
AVIAT,E600HPL630M16Q78MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M16Q87MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M256Q,Unknown,
AVIAT,E600HPL630M256Q179MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M256Q179MBA,Unknown,
AVIAT,E600HPL630M256Q189MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M256Q189MBA,Unknown,
AVIAT,E600HPL630M32QLL,Unknown,
AVIAT,E600HPL630M64Q,Unknown,
AVIAT,E600HPL630M64Q135MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M64Q135MBAM,Unknown,
AVIAT,E600HPL630M64Q138MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630M64QLL,Unknown,
AVIAT,E600HPL630MACMT,Unknown,
AVIAT,E600HPL630MQPSK,Unknown,
AVIAT,E600HPL630MQPSK38MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL630MQPSK43MB,ODU,Comsearch Frequency Coordination Database
AVIAT,E600HPL650M16Q126MB,ODU,Comsearch Frequency Coordination Database
