manufacturer,antennaModel,standardModel,diameter_ft,diameter_m,gain_dBi,notes
COMMSCOPE,PAR8-65A RF,PAR865ARF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65A RF,PAR865ARF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65A-RF,PAR865ARF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65 B,PAR865B,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B,PAR865B,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B,PAR865B,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65 B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
Andrew Corporation,PAR8-65B LF,PAR865BLF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B R,PAR865BR,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B-R,PAR865BR,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8 65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8 -65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65 B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
Andrew Corporation,PAR8-65B RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B rf,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B- RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR-8-65B RF,PAR865BRF,6,1.83,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B RF`,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65B-RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65B-RF,PAR865BRF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65D,PAR865D,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65LF,PAR865LF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65-PXA,PAR865PXA,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-65 RF,PAR865RF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PAR8-65 RF,PAR865RF,8,2.44,41.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PAR8-69W RF,PAR869WRF,8,2.44,,Indeterminate. Band designator 69 has multiple options
ANDREW,PAR8X-59W,PAR8X59W,8,2.44,40.7,Typo should be PARX8-59W
ANDREW,PARA6-65A,PARA665A,6,1.83,,Indeterminate.  Prefix could be PAR6 or PARX6. 
ANDREW,PARX10-59,PARX1059,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59,PARX1059,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59A,PARX1059A,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59-P7A,PARX1059P7A,10,3.05,43.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX10-59W,PARX1059W,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59W,PARX1059W,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59WA,PARX1059WA,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX10-59WAQ,PARX1059WAQ,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX10-59W / PARX8-59W,PARX1059WPARX859W,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX10-59W RF,PARX1059WRF,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX10-65,PARX1065,10,3.05,43.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX10-65,PARX1065,10,3.05,43.6,Comsearch's Frequency Coordination Database
ANDREW,PARX10-65 RF,PARX1065RF,10,3.05,43.6,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX12-59,PARX1259,12,3.66,44.7,Comsearch's Frequency Coordination Database
ANDREW,PARX12-59-P7M,PARX1259P7M,12,3.66,44.7,https://objects.eanixter.com/PD355695.PDF
COMMSCOPE,PARX12-65,PARX1265,12,3.66,45.5,Comsearch's Frequency Coordination Database
COMMSCOPE,PARX6-51A,PARX651A,6,1.83,,Indeterminate. Band designator 51 unknown. 
ANDREW,PARX6-59,PARX659,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59,PARX659,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARx6-59,PARX659,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6?59A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6?59A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX659A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59a,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59-A,PARX659A,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
RFS,PARX6-59-PXA,PARX659PXA,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59-PXA/A,PARX659PXAA,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59-PXA/A,PARX659PXAA,6,1.83,37.9,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59W,PARX659W,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59W,PARX659W,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59w,PARX659W,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARx6-59W,PARX659W,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59W A,PARX659WA,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX659WA,PARX659WA,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59WA,PARX659WA,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59WA,PARX659WA,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX659WB,PARX659WB,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59WB,PARX659WB,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX6-59WB,PARX659WB,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-59W RF,PARX659WRF,6,1.83,38.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX6-65,PARX665,6,1.83,38.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX6-65,PARX665,6,1.83,38.4,Comsearch's Frequency Coordination Database
ANDREW,parx6-65,PARX665,6,1.83,38.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,Parx6-65,PARX665,6,1.83,38.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX6-65A,PARX665A,6,1.83,38.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
ANDREW,PARX6-95A,PARX695A,6,1.83,38.4,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX8,PARX8,8,2.44,,No band indicated in model so cannot determine gain. 
ANDREW,PARX8-59,PARX859,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59,PARX859,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59A,PARX859A,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-59-PXA,PARX859PXA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59-PXA,PARX859PXA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8?59W,PARX859W,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX859W,PARX859W,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-59W,PARX859W,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59W,PARX859W,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8 59WA,PARX859WA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59 WA,PARX859WA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX859WA,PARX859WA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-59WA,PARX859WA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59WA,PARX859WA,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PARX8-59WR,PARX859WR,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-59W RF,PARX859WRF,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-59W-RF,PARX859WRF,8,2.44,40.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PARX8-65,PARX865,8,2.44,41.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
COMMSCOPE,PARX8-65,PARX865,8,2.44,41.2,Comsearch's Frequency Coordination Database
ANDREW,Parx8-65,PARX865,8,2.44,41.2,https://www.digchip.com/datasheets/parts/datasheet/3751/HP10-65E-pdf.php
Andrew Corp,PARX8-65-PXA,PARX865PXA,8,2.44,41.2,https://objects.eanixter.com/PD355711.PDF
CABLEWAVE SYSTEMS,PAS8-59,PAS859,8,2.44,41.3,Typo should be PAD859. Using that gain.
RFS,PAX10-59A,PAX1059A,10,3.05,43.2,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX10-59A S94100,PAX1059AS94100,10,3.05,43.2,Comsearch's Frequency Coordination Database
RFS,PAX10-65A,PAX1065A,10,3.05,43.9,Comsearch's Frequency Coordination Database
RFS,PAX12-65,PAX1265,12,3.66,45.6,Comsearch's Frequency Coordination Database
ANDREW,PAX6-59,PAX659,6,1.83,38.8,Comsearch's Frequency Coordination Database
RFS,PAX6-59,PAX659,6,1.83,38.8,Comsearch's Frequency Coordination Database
RFS,PAX6-65A,PAX665A,6,1.83,39.7,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX8-59,PAX859,8,2.44,41.3,Comsearch's Frequency Coordination Database
RFS,PAX8-59A,PAX859A,8,2.44,41.3,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX8-59 S91400,PAX859S91400,8,2.44,41.3,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX8-59 S93100,PAX859S93100,8,2.44,41.3,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX8-65,PAX865,8,2.44,42.2,Comsearch's Frequency Coordination Database
RFS,PAX8-65,PAX865,8,2.44,42.2,Comsearch's Frequency Coordination Database
RFS,PAX8-65A,PAX865A,8,2.44,42.2,Comsearch's Frequency Coordination Database
CABLEWAVE SYSTEMS,PAX8-65B,PAX865B,8,2.44,42.2,Comsearch's Frequency Coordination Database
RFS,PAX8-W59A,PAX8W59A,8,2.44,41.7,Comsearch's Frequency Coordination Database
RFS,PD6-W59B,PD6W59B,6,1.83,39.1,Typo should be PAD6W59B. Using that gain
CABLEWAVE SYSTEMS,PD8-59AC,PD859AC,8,2.44,41.3,Typo should be PAD859AC. Using that gain
ANDREW,PDH8-65 MAIN,PDH865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-4500121692955819986
ANDREW,PDH8-65 main,PDH865MAIN,8,2.44,42.4,https://www.datasheets360.com/pdf/-4500121692955819986
RFS,PDX8-W57A,PDX8W57A,8,2.44,41.4,Should be PADX8W57A. Gain from Comsearch frequency coordination database. 
Commscope/Andrew,PL1057W,PL1057W,10,3.05,42.9,https://objects.eanixter.com/PD355726.PDF
ANDREW,PL10-57W,PL1057W,10,3.05,42.9,https://objects.eanixter.com/PD355726.PDF
Commscope/Andrew,PL1059,PL1059,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL10-59,PL1059,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL10-59,PL1059,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Andrew Corporation,PL10-59C,PL1059C,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL10-59D,PL1059D,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL10-59D,PL1059D,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL10-59E,PL1059E,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL10-59E,PL1059E,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL10-59F,PL1059F,10,3.05,43.3,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL10-59W,PL1059W,10,3.05,43.6,https://www.jmu.edu/wmra-eng/archive/AndrewCatalog38.pdf
COMMSCOPE,PL10-59W,PL1059W,10,3.05,43.6,https://www.jmu.edu/wmra-eng/archive/AndrewCatalog38.pdf
ANDREW,pl10-59w,PL1059W,10,3.05,43.6,https://www.jmu.edu/wmra-eng/archive/AndrewCatalog38.pdf
ANDREW,PL10-59WA,PL1059WA,10,3.05,43.6,https://www.jmu.edu/wmra-eng/archive/AndrewCatalog38.pdf
COMMSCOPE,PL10-59WA,PL1059WA,10,3.05,43.6,https://www.jmu.edu/wmra-eng/archive/AndrewCatalog38.pdf
Commscope/Andrew,PL1065,PL1065,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL10-65,PL1065,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,PL10-65,PL1065,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
RFS,PL10-65A,PL1065A,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL10-65C,PL1065C,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL10-65D,PL1065D,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,PL10-65D,PL1065D,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,Pl10-65D,PL1065D,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL10-65E,PL1065E,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,PL10-65E,PL1065E,10,3.05,43.9,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
Commscope/Andrew,PL1259,PL1259,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL12-59,PL1259,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL12-59D,PL1259D,12,3.66,45,Comsearch's Frequency Coordination Database
ANDREW,PL12-59E,PL1259E,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL12-59E,PL1259E,12,3.66,45,Comsearch's Frequency Coordination Database
COMMSCOPE,PL12-59F,PL1259F,12,3.66,45,Comsearch's Frequency Coordination Database
ANDREW,PL12-59WB,PL1259WB,12,3.66,45,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Commscope/Andrew,PL1265,PL1265,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL12-65,PL1265,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL12-65D,PL1265D,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,PL12-65D,PL1265D,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL12-65E,PL1265E,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
COMMSCOPE,PL12-65E,PL1265E,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL12-65F,PL1265F,12,3.66,45.6,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
Commscope/Andrew,PL1559,PL1559,15,4.57,46.7,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL15-59D,PL1559D,15,4.57,46.4,Comsearch's Frequency Coordination Database
Commscope/Andrew,PL1565,PL1565,15,4.57,47.4,https://www.datasheet.live/pdfviewer?url=https%3A%2F%2Fpdf.datasheet.live%2Fdatasheets-1%2Fandrew%2FPL6-65.pdf
ANDREW,PL15-65D,PL1565D,15,4.57,47.4,https://objects.eanixter.com/PD400419.PDF
ANDREW,PL4-107E,PL4107E,,,,Model does not belong in this band.
COMMSCOPE,PL4-65D,PL465D,4,1.22,36.3,Comsearch's Frequency Coordination Database
ANDREW,PL*-57W,PL57W,8,2.44,41.2,https://objects.eanixter.com/PD355887.PDF
ANDREW,PL6-107E,PL6107E,,,,Model does not belong in this band.
Commscope/Andrew,PL657W,PL657W,6,1.83,38.5,https://objects.eanixter.com/PD355844.PDF
ANDREW,PL6-57W,PL657W,6,1.83,38.5,https://objects.eanixter.com/PD355844.PDF
COMMSCOPE,PL6-57W,PL657W,6,1.83,38.5,Comsearch's Frequency Coordination Database
ANDREW,PL6-57WA,PL657WA,6,1.83,38.5,https://objects.eanixter.com/PD355844.PDF
COMMSCOPE,PL6-57WA,PL657WA,6,1.83,38.5,Comsearch's Frequency Coordination Database
COMMSCOPE,PL6-58WB,PL658WB,6,1.83,39.5,Typo should be PL659WB. Using that gain
Commscope/Andrew,PL659,PL659,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59,PL659,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59,PL659,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59A,PL659A,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59C,PL659C,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59C,PL659C,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Commscope,PL659D,PL659D,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59D,PL659D,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59D,PL659D,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59E,PL659E,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59E,PL659E,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
Commscope,PL659F,PL659F,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59F,PL659F,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59F,PL659F,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59 PXA,PL659PXA,6,1.83,39.1,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59W,PL659W,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59W,PL659W,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59WB,PL659WB,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59WB,PL659WB,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
ANDREW,PL6-59WC,PL659WC,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
COMMSCOPE,PL6-59WC,PL659WC,6,1.83,39.5,https://www.digchip.com/datasheets/parts/datasheet/3751/HP12-59E-pdf.php
